[2021-03-17 00:04:33.438738] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2202
[2021-03-17 00:04:33.439453] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2110
[2021-03-17 00:04:33.439459] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2109
[2021-03-17 00:04:33.439464] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2108
[2021-03-17 00:04:33.439469] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2107
[2021-03-17 00:04:33.439475] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2106
[2021-03-17 00:04:33.439481] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2105
[2021-03-17 00:04:33.439486] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2104
[2021-03-17 00:04:33.439492] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2103
[2021-03-17 00:04:33.439498] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2202
[2021-03-17 00:04:33.439503] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2201
[2021-03-17 00:04:33.439509] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2112
[2021-03-17 00:04:33.439515] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2111
[2021-03-17 00:04:33.439520] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2110
[2021-03-17 00:04:33.439526] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2109
[2021-03-17 00:04:33.439532] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2108
[2021-03-17 00:04:33.439561] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2107
[2021-03-17 00:04:33.439595] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2106
[2021-03-17 00:04:33.439601] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2105
[2021-03-17 00:04:33.439606] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2104
[2021-03-17 00:04:33.439612] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2103
[2021-03-17 00:04:33.439618] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2403
[2021-03-17 00:04:33.439624] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2312
[2021-03-17 00:04:33.439630] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2309
[2021-03-17 00:04:33.439636] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2306
[2021-03-17 00:04:33.439642] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2303
[2021-03-17 00:04:33.439647] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2212
[2021-03-17 00:04:33.439652] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2209
[2021-03-17 00:04:33.439659] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2206
[2021-03-17 00:04:33.439665] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2203
[2021-03-17 00:04:33.439672] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2202
[2021-03-17 00:04:33.439678] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2201
[2021-03-17 00:04:33.439684] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2112
[2021-03-17 00:04:33.439691] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2111
[2021-03-17 00:04:33.439698] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2110
[2021-03-17 00:04:33.439703] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2109
[2021-03-17 00:04:33.439709] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2108
[2021-03-17 00:04:33.439714] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2107
[2021-03-17 00:04:33.439719] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2106
[2021-03-17 00:04:33.439725] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2105
[2021-03-17 00:04:33.439730] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2104
[2021-03-17 00:04:33.439735] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2201
[2021-03-17 00:04:33.439740] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2111
[2021-03-17 00:04:33.439745] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2110
[2021-03-17 00:04:33.439750] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2109
[2021-03-17 00:04:33.439756] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2108
[2021-03-17 00:04:33.439761] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2107
[2021-03-17 00:04:33.439777] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2106
[2021-03-17 00:04:33.439781] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2105
[2021-03-17 00:04:33.439786] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2104
[2021-03-17 00:04:33.439791] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: ru2103
[2021-03-17 00:04:33.439797] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: rr2202
[2021-03-17 00:04:33.439802] [47529] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: rr2201
[2021-03-17 00:05:18.954017] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2202
[2021-03-17 00:05:18.954066] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2201
[2021-03-17 00:05:18.954073] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2112
[2021-03-17 00:05:18.954079] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2111
[2021-03-17 00:05:18.954113] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2110
[2021-03-17 00:05:18.954121] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2109
[2021-03-17 00:05:18.954127] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2108
[2021-03-17 00:05:18.954156] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2107
[2021-03-17 00:05:18.954164] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2106
[2021-03-17 00:05:18.954171] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2105
[2021-03-17 00:05:18.954180] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2104
[2021-03-17 00:05:18.954190] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2103
[2021-03-17 00:05:18.954216] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2201
[2021-03-17 00:05:18.954224] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2112
[2021-03-17 00:05:18.954243] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2111
[2021-03-17 00:05:18.954252] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2109
[2021-03-17 00:05:18.954311] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2108
[2021-03-17 00:05:18.954324] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2107
[2021-03-17 00:05:18.954329] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2105
[2021-03-17 00:05:18.954334] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2103
[2021-03-17 00:05:18.954340] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2202
[2021-03-17 00:05:18.954345] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2201
[2021-03-17 00:05:18.954351] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2112
[2021-03-17 00:05:18.954356] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2111
[2021-03-17 00:05:18.954361] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2110
[2021-03-17 00:05:18.954367] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2109
[2021-03-17 00:05:18.954372] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2108
[2021-03-17 00:05:18.954408] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2107
[2021-03-17 00:05:18.954436] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2106
[2021-03-17 00:05:18.954443] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2105
[2021-03-17 00:05:18.954448] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2104
[2021-03-17 00:05:18.954454] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2103
[2021-03-17 00:05:18.954514] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2202
[2021-03-17 00:05:18.954521] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2201
[2021-03-17 00:05:18.954527] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2112
[2021-03-17 00:05:18.954532] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2111
[2021-03-17 00:05:18.954538] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2110
[2021-03-17 00:05:18.954543] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2109
[2021-03-17 00:05:18.954549] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2108
[2021-03-17 00:05:18.954554] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2107
[2021-03-17 00:05:18.954559] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2106
[2021-03-17 00:05:18.954565] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2105
[2021-03-17 00:05:18.954570] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2104
[2021-03-17 00:05:18.954576] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2103
[2021-03-17 00:05:18.954582] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2202
[2021-03-17 00:05:18.954587] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2201
[2021-03-17 00:05:18.954593] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2112
[2021-03-17 00:05:18.954639] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2111
[2021-03-17 00:05:18.954646] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2110
[2021-03-17 00:05:18.954651] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2109
[2021-03-17 00:05:18.954657] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2108
[2021-03-17 00:05:18.954662] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2107
[2021-03-17 00:05:18.954668] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2106
[2021-03-17 00:05:18.954673] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2105
[2021-03-17 00:05:18.954681] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2104
[2021-03-17 00:05:18.954687] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sp2103
[2021-03-17 00:05:18.954693] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2202
[2021-03-17 00:05:18.954698] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2201
[2021-03-17 00:05:18.954704] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2112
[2021-03-17 00:05:18.954709] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2111
[2021-03-17 00:05:18.954714] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2110
[2021-03-17 00:05:18.954719] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2109
[2021-03-17 00:05:18.954725] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2108
[2021-03-17 00:05:18.954750] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2107
[2021-03-17 00:05:18.954756] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2106
[2021-03-17 00:05:18.954762] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2105
[2021-03-17 00:05:18.954768] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2104
[2021-03-17 00:05:18.954773] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sn2103
[2021-03-17 00:05:18.954779] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2403
[2021-03-17 00:05:18.954785] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2312
[2021-03-17 00:05:18.954791] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2309
[2021-03-17 00:05:18.954796] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2306
[2021-03-17 00:05:18.954802] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2303
[2021-03-17 00:05:18.954808] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2212
[2021-03-17 00:05:18.954813] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2209
[2021-03-17 00:05:18.954819] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2206
[2021-03-17 00:05:18.954824] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2203
[2021-03-17 00:05:18.954830] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2202
[2021-03-17 00:05:18.954836] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2201
[2021-03-17 00:05:18.954842] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2112
[2021-03-17 00:05:18.954847] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2111
[2021-03-17 00:05:18.954853] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2110
[2021-03-17 00:05:18.954859] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2109
[2021-03-17 00:05:18.954864] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2108
[2021-03-17 00:05:18.954870] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2107
[2021-03-17 00:05:18.954876] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2106
[2021-03-17 00:05:18.954881] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2105
[2021-03-17 00:05:18.954887] [48379] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: sc2104
